"idem","year","Gini_net","gdp_gro","Trade","Gov_ex","Secondary_ed","employ_rate","Education_exp","Health_exp","Soc_kind","Soc_payable","Social_prot_ex_pen","Unemp_tra","Property_taxes","PIT","ind_tx","Corporate_ta","mrp_all","arp_mid","pi_a","pi_m","sav_gdp","RD_gdp","res_1mill","rd","rd1","Gov_debt","cycle","trend","gi_bb","phat0","invwt","mu","mu0","mu1","mu6","mdiff1","iptw","dr1"
"Estonia",2018,1.487138375,1.294943866,2.161369505,1.592176757,NA,NA,0.792391689,0.707570176,0.278753601,1.056904851,0.792391689,0.079181246,NA,-1.265988773,0.954242509,0.304999061,NA,NA,NA,NA,1.487385326,0.153860577,3.574648005,5.31687899,0.228849965,0.921726897,0.050304313,1.436834063,1,0.472690911217152,2.11554734028005,-0.00493475315218106,0,1,-0.00493475315218106,-1.11554734028005,3.14611163385965,2.0305642935796
"Finland",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland",1997,1.372912003,1.26445604,1.834190651,1.748962861,1.689308859,1.807010684,0.808424114,0.793793993,0.146128036,1.281033367,1.116763191,NA,-2.570270823,-1.221693903,0.916792091,0.5289167,-0.996436501,-1.096905654,1.340082951,1.217340398,1.4562591,0.418833059,NA,NA,0.609929454,1.717670503,0.001143212,1.371768791,1,0.512213854995936,1.95230954853405,-0.000369352060916483,0,1,-0.000369352060916483,-0.952309548534048,2.68034921275391,1.72803966421986
"Finland",1998,1.382017043,1.259948656,1.826193569,1.719331287,1.614897216,1.81557457,0.787966569,0.765772972,0.176091259,1.245512668,1.084885397,NA,-2.544973928,-1.232430058,0.906211753,0.622317661,-1.041659276,-1.106258203,1.36338586,1.283772202,1.481970286,0.44506684,NA,NA,0.659575832,1.671172843,2.56e-05,1.381991406,1,0.516131609387508,1.93749032574598,0.000919947880398952,0,1,0.000919947880398952,-0.93749032574598,2.67764465082857,1.74015432508259
"Finland",1999,1.390935107,1.255230403,1.821095553,1.707570176,1.604226053,1.821349736,0.775211191,0.761563646,0.204119983,1.230448921,1.073771672,NA,-2.491599524,-1.259653513,0.902369118,0.620448385,-1.019919317,-1.098860008,1.384182869,1.284744951,1.489902618,0.485157613,NA,NA,0.722837598,1.644438589,0.000715335,1.390219772,1,0.514697303477807,1.94288952602433,0.00438503157997339,0,1,0.00438503157997339,-0.942889526024334,2.70243325076984,1.7595437247455
"Finland",2000,1.397940009,1.256164773,1.875028327,1.681241237,1.611723308,1.827046017,0.768012113,0.757890035,0.204119983,1.195899652,1.041479031,NA,-2.395562471,-1.173643066,0.901818017,0.757320097,-1.073620491,-1.118969298,1.313270557,1.260047245,1.511377214,0.511307037,NA,NA,0.772777806,1.62838893,0.002273866,1.395666143,1,0.517689171263272,1.93166103428393,0.00597377090499052,0,1,0.00597377090499052,-0.931661034283926,2.70034624365182,1.76868520936789
"Finland",2001,1.397940009,1.248047985,1.846744793,1.674861141,1.618048097,1.833306515,0.771015928,0.767383784,0.230448921,1.184691431,1.033423755,0.394568349,-2.449858787,-1.230146151,0.88634821,0.606381365,-1.074936606,-1.113273594,1.369489227,1.322329128,1.512178001,0.504871669,NA,NA,0.763455832,1.612783857,-0.000219259,1.398159267,0,0.521721593617339,2.09083242449361,0.00824884226648326,0.00824884226648326,0,0,0.00899810460881333,-2.92285829831409,-2.91386019370528
"Finland",2002,1.397940009,1.246140965,1.840672894,1.685741739,1.629409599,1.83298765,0.786402575,0.792631682,0.255272505,1.198657087,1.045322979,0.415253287,-2.418964627,-1.251176937,0.898226098,0.606166315,-1.101482702,-1.128228658,1.411613677,1.378149753,1.493031663,0.512871092,NA,NA,0.76573278,1.604226053,-0.001547563,1.399487572,0,0.518835594353418,2.07829171955522,0.00421430099197018,0.00421430099197018,0,0,0.0045442458633548,-2.90532714513965,-2.9007828992763
"Finland",2003,1.399673721,1.243996799,1.832749365,1.693726949,1.632457292,1.830588669,0.799211045,0.807993158,0.278753601,1.206825876,1.049218023,0.432067533,-2.472985933,-1.274544484,0.915847726,0.514149134,-1.056551978,-1.111380257,1.416503576,1.346622496,1.466120171,0.518795482,NA,NA,0.760616521,1.631443769,-0.001576799,1.401250521,0,0.515686043127774,2.06477634148343,0.00813303996650871,0.00813303996650871,0,0,0.00865986854067769,-2.89001318491688,-2.88135331637621
"Finland",2004,1.404833717,1.251001798,1.851205583,1.692846919,1.63748973,1.830267801,0.794482896,0.818234781,0.301029996,1.201397124,1.045322979,0.42503736,-2.430069561,-1.286582906,0.914311055,0.5289167,-1.021294627,-1.11074819,1.429069634,1.313980209,1.468878749,0.520475672,3.893310115,5.71880049,0.764515654,1.630427875,0.001119871,1.403713846,1,0.510551565965433,1.95866601272496,0.00815643181996006,0,1,0.00815643181996006,-0.958666012724962,2.75160005501798,1.79293404229302
"Finland",2005,1.404833717,1.245285613,1.884385869,1.692846919,1.645422269,1.834897339,0.786298592,0.830861752,0.322219295,1.195899652,1.041392685,0.395005531,-2.427208224,-1.27204506,0.922372054,0.504062883,-1.008380146,-1.117272868,1.421221432,1.282704983,1.46166782,0.522412932,3.876600592,5.666302335,0.763594171,1.602059991,-0.000950634,1.405784351,0,0.512001166767325,2.04918522729993,-0.00908236170226884,-0.00908236170226884,0,0,-0.00952907972701513,-2.87876449968925,-2.88829357941627
"Finland",2006,1.408239965,1.245765653,1.914780877,1.683947131,1.648360011,1.841046465,0.776645761,0.834364111,0.322219295,1.184691431,1.021189299,0.358420205,-2.533889809,-1.292550485,0.925398774,0.512284063,-1.014921744,-1.123814481,1.452586953,1.311837593,1.460313088,0.523436889,3.884071172,5.671959967,0.76438174,1.582063363,0.00090599,1.407333975,1,0.512240428707401,1.95220826775314,-0.00637972562704881,0,1,-0.00637972562704881,-0.952208267753136,2.74917770265339,1.79696943490025
"Finland",2007,1.409933123,1.249186108,1.919997729,1.670245853,1.645422269,1.846955325,0.762147045,0.81987729,0.322219295,1.161368002,1.004321374,0.304775215,-2.609635264,-1.301101073,0.911169147,0.571825249,-1.018056742,-1.126949486,1.466275186,1.32459472,1.486539778,0.524496083,3.866968703,5.748402798,0.77968429,1.531478917,0.002517747,1.407415376,1,0.514427443980803,1.94390873134933,-0.00347019435389639,0,1,-0.00347019435389639,-0.943908731349329,2.74078130841833,1.796872577069
"Finland",2008,1.404833717,1.239287134,1.937075678,1.683947131,1.648360011,1.851564082,0.766269921,0.842825472,0.342422681,1.167317335,1.004321374,0.281868303,-2.474421993,-1.311607145,0.907582006,0.523876476,-1.014457707,-1.12335046,1.473394489,1.330569976,1.464091802,0.549870984,3.88563304,5.688923481,0.805061599,1.514547753,-0.001028301,1.405862017,0,0.516279647263419,2.06731016039048,0.00249623932885212,0.00249623932885212,0,0,0.00266426159845018,-2.90422701681322,-2.90156275521477
"Finland",2009,1.401400541,1.227628156,1.848381524,1.738780558,1.650307523,1.837114749,0.813360269,0.895548297,0.397940009,1.238046103,1.068185862,0.384023318,-2.616060221,-1.378927942,0.923409165,0.285557309,-1.016234736,-1.125127469,1.551469705,1.401314473,1.376338076,0.573895747,3.883453439,5.344944837,0.789874568,1.620136055,-0.003276684,1.404677225,0,0.504657922983803,2.01880689406344,0.00133611530206146,0.00133611530206146,0,0,0.00136124348100386,-2.82915707351503,-2.82779583003403
"Finland",2010,1.40654018,1.242526457,1.881326394,1.738780558,1.651278014,1.83346586,0.818219544,0.895627447,0.397940009,1.243038049,1.068185862,0.377747676,-2.686944907,-1.450530038,0.919181555,0.386855529,-1.020916792,-1.129809541,1.638822677,1.480870474,1.374447371,0.571240519,3.887629871,5.343342655,0.78514003,1.673020907,0.001562072,1.404978108,1,0.49725972817023,2.01102149108215,-0.000849574944921772,0,1,-0.000849574944921772,-1.01102149108215,2.82858253005056,1.81756103896841
"Finland",2011,1.40654018,1.241965349,1.898560123,1.7355989,1.64738297,1.839006415,0.810480456,0.893935202,0.414973348,1.235528447,1.049218023,0.306141994,-2.700064341,-1.400135219,0.944245161,0.417803723,-1.061237095,-1.170129821,1.638339972,1.485875432,1.370633346,0.56095938,3.87049649,5.305031556,0.768869631,1.685741739,0.00148234,1.405057841,1,0.498388540393634,2.00646668001272,-0.00578333615298154,0,1,-0.00578333615298154,-1.00646668001272,2.82217600526909,1.81570932525637
"Finland",2012,1.403120521,1.23747803,1.905286945,1.749736316,1.654176542,1.841202996,0.809032022,0.913654081,0.414973348,1.257678575,1.064457989,0.316105253,-2.596471751,-1.393259274,0.954378467,0.32407658,-1.063083987,-1.171976719,1.632867432,1.481151624,1.339663121,0.533960068,3.87353602,5.189233354,0.715326611,1.731588765,-0.001435311,1.404555832,0,0.497551322938287,1.99025302613579,-0.00610482996079065,-0.00610482996079065,0,0,-0.00604532634271739,-2.79256486295348,-2.7986101892962
"Finland",2013,1.40654018,1.235874098,1.894944935,1.759667845,1.656098202,1.838061612,0.806092129,0.918870791,0.431363764,1.276461804,1.075546961,0.356705346,-2.499969616,-1.40118128,0.967967426,0.372912003,-1.073170289,-1.182063035,1.656284596,1.503706119,1.32797653,0.516824807,3.857726344,5.122970043,0.686331214,1.752048448,0.002151168,1.404389012,1,0.492471704982245,2.03057351292102,-0.00135676920600369,0,1,-0.00135676920600369,-1.03057351292102,2.85608323436716,1.82550972144614
"Finland",2014,1.403120521,1.238425361,1.877224444,1.764176132,1.650307523,1.837114749,0.805243158,0.919629271,0.431363764,1.292256071,1.086359831,0.403413472,-2.617801984,-1.347886816,0.964806501,0.284656283,-1.056464119,-1.16535687,1.57076916,1.423994057,1.321625447,0.500964721,3.845673876,5.082540457,0.662087723,1.779596491,-0.001116802,1.404237323,0,0.492834271195258,1.97174206221848,-0.00054342667270002,-0.00054342667270002,0,0,-0.000528070555594043,-2.7665917496176,-2.7671198201732
"Finland",2015,1.40654018,1.240857592,1.85332299,1.752048448,1.653212514,1.836007459,0.792391689,0.86332286,0.447158031,1.294466226,1.049218023,0.414973348,-2.525422878,-1.359404416,0.954242509,0.335604914,-0.993434869,-1.102327632,1.49850905,1.350479748,1.325194492,0.46113371,3.835344743,5.082577729,0.611091853,1.799444568,0.000905541,1.405634639,1,0.493569642737132,2.02605653470586,0.000602458554293195,0,1,0.000602458554293195,-1.02605653470586,2.84972992301535,1.82367338830949
"Finland",2016,1.409933123,1.236134585,1.850704938,1.745074792,1.653212514,1.839320894,0.77815125,0.857332496,0.447158031,1.28780173,1.041392685,0.397940009,-2.620001951,-1.364452207,0.959041392,0.346459774,NA,NA,NA,NA,1.342477493,0.438168806,3.815011571,5.121567169,0.58823176,1.796906012,0.000780777,1.409152346,1,0.494541073830536,2.02207673521304,0.000131700474568452,0,1,0.000131700474568452,-1.02207673521304,2.85099296622456,1.82891623101152
"Finland",2017,1.413299764,1.238842311,1.87652641,1.729974286,NA,NA,0.755874856,0.84509804,0.447158031,1.276461804,1.008600172,0.342422681,-2.394839762,-1.390797572,0.954242509,0.437158949,NA,NA,NA,NA,1.37945154,0.440421013,3.827487537,5.279833576,0.607539445,1.784263198,-0.002842485,1.416142249,0,0.496165604806315,1.98477914477351,-0.00729861913572671,-0.00729861913572671,0,0,-0.00718752791050852,-2.80508789690052,-2.81227542481103
"Finland",2018,1.414973348,1.238851571,1.891283218,1.725094521,NA,NA,0.740362689,0.84509804,0.447158031,1.26245109,0.991226076,0.278753601,-2.528756831,-1.378612893,0.959041392,0.407826171,NA,NA,NA,NA,1.383464745,0.44307671,3.836394366,5.307516355,0.612981007,1.771088313,-0.013655702,1.42862905,0,0.496497900516719,1.98608903721802,-0.00219717920192841,-0.00219717920192841,0,0,-0.00216661432382504,-2.81026305441848,-2.8124296687423
"France",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"France",1997,1.450249108,1.203559098,1.677436505,1.731588765,1.620136055,1.787763539,0.752638044,0.846733453,0.662757832,1.250420002,0.963787827,0.255489852,-2.229764275,-1.493424583,0.881496961,0.405175546,-1.044164636,-1.19860591,1.790027531,1.559381136,1.3515044,0.331830022,3.424532211,4.628270349,0.448469734,1.78604121,-0.000457853,1.450706961,0,0.478611583767215,1.9179559208955,-0.00732155347357732,-0.00732155347357732,0,0,-0.00672086336122334,-2.78151386346202,-2.78823472682325
"France",1998,1.44870632,1.202237029,1.690246799,1.718501689,1.599883072,1.789451704,0.746647259,0.840630902,0.662757832,1.240549248,0.954242509,0.242479567,-2.269627179,-1.490244439,0.874837426,0.410102077,-1.053108758,-1.197231051,1.784166915,1.56938947,1.369713008,0.321134272,3.425622269,4.692119382,0.43986179,1.785329835,9.75e-05,1.448608775,1,0.484084853612771,2.06575353997735,-0.00254751744857917,0,1,-0.00254751744857917,-1.06575353997735,2.99267020892756,1.92691666895021
"France",1999,1.447158031,1.201286202,1.69225635,1.716837723,1.603144373,1.793033228,0.751611627,0.836064596,0.662757832,1.235528447,0.963787827,0.250260045,-2.217438941,-1.471476825,0.876531239,0.458033192,-1.048887445,-1.198689599,1.763843965,1.543413567,1.375772896,0.323802614,3.436598827,4.72797952,0.44547886,1.779596491,2.19e-05,1.44713616,1,0.485930787825869,2.05790623902255,-0.00355134040608229,0,1,-0.00355134040608229,-1.05790623902255,2.97811554084649,1.92020930182394
"France",2000,1.445604203,1.20275148,1.742405887,1.7084209,1.609594409,1.801457296,0.746236258,0.841211865,0.672097858,1.222716471,0.934498451,0.239349916,-2.201026338,-1.465254536,0.858232236,0.473632927,-1.073946844,-1.18832847,1.741203682,1.573605485,1.37688263,0.320864667,3.464742041,4.770543134,0.441792987,1.767897616,-0.000811201,1.446415404,0,0.489261081600602,1.95794752264796,-0.00242607027807518,-0.00242607027807518,0,0,-0.00232404801265196,-2.83041716799333,-2.83274121600598
"France",2001,1.447158031,1.198672223,1.734933118,1.709269961,1.609594409,1.805835134,0.747749873,0.843806662,0.681241237,1.225309282,0.934498451,0.238661925,-2.191788281,-1.497116343,0.846930853,0.51401618,-1.079507247,-1.176042169,1.760671951,1.616147941,1.375431142,0.330015826,3.47521465,4.779918454,0.453914044,1.764176132,0.000566388,1.446591643,1,0.488938843153473,2.04524556394491,-0.00142220359164957,0,1,-0.00142220359164957,-1.04524556394491,2.95979354323001,1.91454797928509
"France",2002,1.447158031,1.196349282,1.719459823,1.718501689,1.608526034,1.80620605,0.760245955,0.859993025,0.698970004,1.23299611,0.944482672,0.276151878,-2.218048576,-1.521767357,0.840462906,0.444669231,-1.088244402,-1.175116269,1.788253578,1.656054807,1.367461373,0.337357415,3.49376633,4.777590503,0.461323234,1.77815125,4.71e-05,1.447110897,1,0.486666921654554,2.05479344394362,-0.00348225961432425,0,1,-0.00348225961432425,-1.05479344394362,2.97361083444915,1.91881739050554
"France",2003,1.44870632,1.191480207,1.70011481,1.722633923,1.614897216,1.806519134,0.758773521,0.874732787,0.716003344,1.238046103,0.959041392,0.319200408,-2.222324318,-1.515130146,0.841298329,0.38327665,-1.079188184,-1.212288088,1.836774227,1.63511055,1.354343457,0.326323569,3.505115808,4.747130661,0.441954191,1.80685803,0.000799003,1.447907317,1,0.485531574869794,2.0595982872343,-0.00337692911479337,0,1,-0.00337692911479337,-1.0595982872343,2.98375305537751,1.92415476814321
"France",2004,1.44870632,1.19636565,1.70924263,1.720159303,1.617000341,1.804990823,0.742522969,0.877252466,0.72427587,1.238046103,0.939519253,0.312167519,-2.182445159,-1.536774472,0.846802086,0.428458774,-1.075390453,-1.23512404,1.898107095,1.652632595,1.359879607,0.321103173,3.522987337,4.790838636,0.436661656,1.81756537,-0.000249353,1.448955673,0,0.485059731349833,1.94197280904315,-0.00432942676899373,-0.00432942676899373,0,0,-0.00407820229513564,-2.81334828172897,-2.8174264840241
"France",2005,1.450249108,1.197870292,1.725519728,1.723455672,1.615950052,1.804480189,0.740247749,0.882833051,0.72427587,1.243038049,0.934498451,0.286557149,-2.163699424,-1.491269216,0.854058732,0.371437317,-1.07658757,-1.235965155,1.843156787,1.605481902,1.352916827,0.312073638,3.520255342,4.762612687,0.422209676,1.82672252,-0.000670233,1.450919341,0,0.482571786967277,1.93263524255636,-0.00425307770096328,-0.00425307770096328,0,0,-0.00396657015324893,-2.80280253660672,-2.80676910675997
"France",2006,1.45331834,1.195296008,1.741838714,1.720159303,1.614897216,1.804309844,0.737195311,0.877954219,0.72427587,1.243038049,0.934498451,0.248954189,-2.185375505,-1.533597104,0.851624369,0.461348434,-1.082576394,-1.241954002,1.90465706,1.660236022,1.361811882,0.311952955,3.534501849,4.813326615,0.424821241,1.808885867,-0.000928455,1.454246795,0,0.482086444279372,1.9308241480735,-0.00428925300575211,-0.00428925300575211,0,0,-0.00399254027495093,-2.8061021457101,-2.81009468598505
"France",2007,1.459392488,1.195390901,1.744666108,1.717670503,1.621176282,1.808548551,0.72367527,0.87098797,0.72427587,1.240549248,0.939519253,0.211688572,-2.165051592,-1.578835285,0.846197077,0.461048092,-1.082030665,-1.241408254,1.959979154,1.708348193,1.370153417,0.306319926,3.554586785,4.870329229,0.419705294,1.808210973,0.000583604,1.458808884,1,0.478561708844638,2.08959467821661,-0.00646517818814507,0,1,-0.00646517818814507,-1.0895946782166,3.04953877635409,1.95994409813749
"France",2008,1.463892989,1.189659881,1.752231635,1.72427587,1.627365857,1.812411958,0.730613462,0.870588414,0.73239376,1.245512668,0.924279286,0.187392262,-2.218605321,-1.576557275,0.838923982,0.453165393,-1.080438702,-1.239816282,1.954641379,1.703373497,1.361189761,0.314113813,3.563467413,4.850555357,0.427568506,1.832508913,0.000216698,1.463676291,1,0.474805426669209,2.10612588616576,-0.00324623360658594,0,1,-0.00324623360658594,-1.10612588616576,3.08314291870947,1.97701703254371
"France",2009,1.46834733,1.186690479,1.695200065,1.754348336,1.620136055,1.806688615,0.75294161,0.898967907,0.763427994,1.283301229,0.968482949,0.264904084,-2.246227965,-1.609493236,0.827372798,0.155336037,-1.074161543,-1.233539135,1.985372895,1.728855737,1.312637476,0.344798866,3.573716681,4.690994445,0.452595913,1.897077003,-7.53e-05,1.468422663,0,0.463134432081538,1.86266369042292,0.00230697742049024,0.00230697742049024,0,0,0.00199014565528247,-2.73503725652044,-2.73304711086516
"France",2010,1.471291711,1.194917473,1.732139857,1.751279104,1.621176282,1.806179974,0.750799795,0.900221575,0.763427994,1.283301229,0.963787827,0.277858966,-2.214260444,-1.589689185,0.831489199,0.368286885,-1.078811196,-1.238188769,1.968335296,1.71497449,1.315026313,0.338171519,3.588048938,4.718378766,0.444704446,1.911690159,-0.001516692,1.472808403,0,0.459940769178073,1.85164875059737,-0.00592170594796215,-0.00592170594796215,0,0,-0.00504321347198701,-2.72431545843742,-2.72935867190941
"France",2011,1.478566496,1.193098062,1.76469163,1.747411808,1.622214023,1.805500858,0.738596705,0.899713847,0.763427994,1.281033367,0.959041392,0.266752539,-2.201713701,-1.573679058,0.834120785,0.419294722,-1.292400521,-1.451778094,2.284632783,2.033823635,1.32782791,0.340763273,3.595759453,4.774549758,0.452474985,1.930439595,0.002037503,1.476528993,1,0.456498466041003,2.19058786477977,0.000979979106427109,0,1,0.000979979106427109,-1.19058786477977,3.23892982340754,2.04834195862778
"France",2012,1.480006943,1.190964864,1.77232453,1.754348336,1.620136055,1.806349587,0.739832292,0.903289407,0.763427994,1.292256071,0.968482949,0.279578096,-2.152871574,-1.516666469,0.83438947,0.413299764,-1.289587793,-1.448965359,2.197597174,1.955874564,1.329003631,0.347733868,3.609941128,4.797624868,0.462139573,1.951823035,0.002034157,1.477972786,1,0.453891366226568,2.20317034957839,0.00757363587586401,0,1,0.00757363587586401,-1.20317034957839,3.26070741398775,2.05753706440936
"France",2013,1.475671188,1.191706565,1.771578693,1.755874856,1.632457292,1.806519134,0.740198107,0.905693573,0.770852012,1.298853076,0.973127854,0.289839866,-2.15670555,-1.46525312,0.834474855,0.42143939,-1.302003097,-1.461380689,2.141292615,1.9077641,1.327412349,0.349671808,3.618551748,4.803310276,0.464158676,1.965201701,-0.001612923,1.477284112,0,0.456267393227526,1.83913928932066,0.00774893389562137,0.00774893389562137,0,0,0.00650243488216452,-2.7139648599693,-2.70746242508714
"France",2014,1.474216264,1.191259204,1.777292487,1.756636108,1.638489257,1.804820679,0.74147922,0.913833533,0.77815125,1.301029996,0.968482949,0.293028909,-2.137501273,-1.459059571,0.841185436,0.36567514,-1.190896663,-1.350274283,1.970130616,1.737589174,1.333737451,0.357156992,3.626713751,4.837083953,0.476353656,1.977266212,-0.002144127,1.476360391,0,0.457163914246768,1.84217672009114,0.00556921990452142,0.00556921990452142,0,0,0.00469026735265612,-2.71576688192053,-2.71107661456787
"France",2015,1.474216264,1.192254827,1.790648875,1.754348336,1.63748973,1.804990823,0.73239376,0.912334327,0.785329835,1.29666519,0.963787827,0.278753601,-2.097940284,-1.467324178,0.838849091,0.319394035,-1.041564087,-1.200941661,1.762170736,1.528312168,1.345292842,0.355457267,3.634224252,4.889095872,0.478194117,1.980365723,-0.00149272,1.475708984,0,0.457618046842471,1.84371916170588,0.0084493232593621,0.0084493232593621,0,0,0.00712885593737102,-2.71804077443526,-2.71091191849789
"France",2016,1.472756449,1.188381505,1.786042222,1.753583059,1.638489257,1.807535028,0.740362689,0.908485019,0.785329835,1.29666519,0.973127854,0.301029996,-2.038205428,-1.460016607,0.838849091,0.307748625,NA,NA,NA,NA,1.342508045,0.34681832,3.644901141,4.893309107,0.465606385,1.991034534,-0.001232935,1.473989385,0,0.459853747229939,1.85135043494544,0.0200046796831952,0.0200046796831952,0,0,0.0170309927492324,-2.72658829242485,-2.70955729967561
"France",2017,1.472756449,1.190030782,1.79725411,1.752048448,NA,NA,0.73239376,0.908485019,0.785329835,1.292256071,0.973127854,0.278753601,-2.007141171,-1.461993199,0.851258349,0.367178439,NA,NA,NA,NA,1.349697222,0.343520846,3.659070816,4.938637715,0.463649131,1.99305548,0.004181831,1.468574618,1,0.459910848027421,2.17433444827198,-0.00171697426041373,0,1,-0.00171697426041373,-1.17433444827198,3.20226508097541,2.02793063270343
"France",2018,1.474216264,1.190336396,1.802420979,NA,NA,NA,0.707570176,0.908485019,0.77815125,1.290034611,0.959041392,0.278753601,-2.083458823,-1.462661276,0.857332496,0.3240912,NA,NA,NA,NA,1.358522155,0.342426629,3.673511091,4.990546203,0.465194162,1.992962356,0.018441129,1.455775135,1,NA,NA,0.00125261814726851,0,1,0.00125261814726851,NA,NA,NA
"Germany",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany",1997,1.408239965,1.194335603,1.695490739,1.682145076,1.760422483,1.822355793,0.648064546,0.78184668,0.86332286,1.255272505,0.943725514,NA,-4.067968392,-1.427302851,0.796165354,0.155943018,-0.950699402,-1.186538422,1.693549672,1.356935967,1.388339384,0.338797022,3.4619105,4.806306691,0.470365249,1.768638101,-0.001361947,1.409601912,0,0.525830671934769,2.10895125604251,2.0167300788021e-05,2.0167300788021e-05,0,0,2.23645535398629e-05,-2.969909442996,-2.96988707844246
"Germany",1998,1.409933123,1.193531929,1.71250552,1.678518379,1.758154622,1.823679487,0.640281477,0.780911931,0.86332286,1.247973266,0.947937475,NA,NA,-1.421461463,0.806446619,0.188928484,-0.960128809,-1.137092584,1.616333288,1.364786101,1.402249386,0.344775306,3.46541244,4.859372467,0.483460961,1.773786445,-0.001513776,1.411446899,0,0.525966636641349,2.10955615637418,0.00161278052757585,0.00161278052757585,0,0,0.00178947056325218,-2.97433309970052,-2.97254362913727
