"idem","year","debt_g","Gov_debt","Unempl_rate","Wages","HICP","Net_mig","Gini_net","Gini_market","Net_len_wi","Quantiles","le_male","le_female","Deciles","Health_exp","Education_exp","Social_prot_ex_pen","Social_prot","Family","Unemp_tra","Corporate_ta","pro_imp_tx","ind_tx","property_tx","PIT","cit_total","Property_taxes","VAT","trade","pop_gro","Trade","TOT","GDP","GDP_pc","Secondary_ed","Tertiary_ed","td_male","td_female","leavers","Gov_ex","Deficit","Soc_payable","Soc_kind","employ_rate","arp_mid","mrp_all","insaccess","goveff","regqua","ruleoflaw","voice","instdepth","ins_effic","RD_gdp","res_1mill","sav_gdp","Savings_percapit","ICT","gi_trend","ed_trend","he_trend","soc_trend","kind_trend","prt_trend","indt_trend","pit_trend","gi_cycle","ed_cycle","he_cycle","soc_cycle","kind_cycle","prt_cycle","indt_cycle","pit_cycle","gi_bb","ed_bb","he_bb","soc_bb","kind_bb","prt_bb","indt_bb","pit_bb","gdppc_gro","gdp_gro","insde_d","tot_d","debt_d","redis","pi_m","pi_a","rd","rd1","dtrade","lgini","lgdpg","leduc","lkind","lpay","phat0","invwt","mu","mu0","mu1","mdiff1","iptw","dr1","ate","dumm","Gini_netdm","Health_expdm","Education_expdm","ind_txdm","PITdm","Property_taxesdm","Soc_payabledm","Soc_kinddm","gdp_grodm"
"France",2017,"A",1.99305548,0.973127854,5.984314763,0.380211242,0.092789747,1.472756449,1.688419822,0.090027473,NA,1.021189299,0.857332496,0.380211242,0.908485019,0.73239376,0.973127854,1.383815366,0.361727836,0.278753601,0.367178439,1.209515015,0.851258349,0.367178439,-1.461993199,-1.632878112,-2.007141171,-1.183338523,NA,0.000119761,1.79725411,1.998582617,6.320102023,1.534311605,NA,NA,1.587710965,1.695481676,-0.163856803,1.752048448,0.801314749,1.292256071,0.785329835,NA,NA,NA,-0.052106253,0.131005448,0.063314589,0.157854776,0.060143743,-0.110015825,-0.089963764,0.343520846,3.659070816,1.349697222,3.938665047,0.185435877,1.473524168,0.72567726,0.909770576,1.294147073,0.783527079,-2.050300393,0.849313783,-1.45678989,-0.000767719,0.0067165,-0.001285557,-0.001891001,0.001802756,0.043159222,0.001944566,-0.00520331,0,1,0,0,1,1,1,0,2.927238989,1.190030782,0.083796137,1.990108831,2.011085801,0.688419822,NA,NA,4.938637715,0.463649132,0.011211888,1.472756449,1.188381505,0.740362689,0.785329835,1.29666519,NA,NA,1.435707596,0,1.435707596,NA,NA,NA,1,0,0.012064009,0.029871968,-0.010445562,0.001290748,0.033174106,0.181801356,0.033515168,0.069412835,-0.005436572
"France",2018,"A",1.992962356,0.959041392,5.996420882,0.51851394,0.092636675,1.474216264,1.689308859,0.160943264,NA,1.033423755,0.838849091,NA,0.908485019,0.707570176,0.959041392,1.378397901,0.342422681,0.278753601,0.3240912,1.217483944,0.857332496,0.3240912,-1.462661276,-1.676004404,-2.083458823,-1.179991144,NA,9.3e-05,1.802420979,1.993069067,6.332711071,1.543791249,NA,NA,1.612783857,1.709269961,-0.194574665,NA,0.817563056,1.290034611,0.77815125,NA,NA,NA,NA,0.170415995,0.069321131,0.158388826,0.071666555,NA,NA,0.342426629,3.673511091,1.358522155,3.977939944,0.171141706,1.473120215,0.717584192,0.909136581,1.291678341,0.783250448,-2.039156503,0.854755922,-1.454798841,0.001096049,-0.010014016,-0.000651562,-0.00164373,-0.005099198,-0.04430232,0.002576575,-0.007862435,1,0,0,0,0,0,1,0,2.88930885,1.190336396,NA,1.995898019,2.006899308,0.689308859,NA,NA,4.990546204,0.465194162,0.005166869,1.472756449,1.190030782,0.73239376,0.785329835,1.292256071,NA,NA,1.441105112,1.441105112,0,NA,NA,NA,1,0,0.013523824,0.029871968,-0.035269146,0.007364895,0.032506029,0.105483704,0.031293708,0.06223425,-0.005130958
"Germany",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.443919331,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.462489141,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany",1992,"A",NA,0.806179974,5.980135913,NA,0.168046118,1.419955748,1.653212514,0.840087266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158060794,NA,NA,0.158060794,-1.3709689,-2.265443033,-3.891876428,-1.413357968,-5.480928617,0.000417824,1.653694989,1.983729706,6.209104922,1.31109217,1.770852012,1.322219295,NA,NA,NA,NA,NA,NA,NA,1.835746667,-1.216389379,-0.967053828,-0.146353209,NA,NA,NA,NA,-0.193124301,-0.118521007,NA,NA,1.393725849,3.815958232,NA,1.417569531,0.624810128,0.819672391,1.225564587,0.884187377,-3.978016615,0.819980563,-1.394374854,0.002386218,-0.002012801,0.002456884,-0.000685711,0.001105357,0.086140186,0.001670986,0.023405954,1,0,1,0,1,1,1,1,NA,NA,NA,NA,NA,0.653212514,1.325800723,1.667632009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.472631078,1.472631078,0,NA,NA,NA,1,1,-0.021729366,NA,NA,NA,0.031262415,0.000439019,NA,NA,NA
"Germany",1993,"A",NA,0.886490725,5.965134881,NA,0.260038778,1.416640507,1.657055853,0.840087266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113274692,NA,NA,0.113274692,-1.406815717,-2.340576326,-4.229239351,-1.400184261,-5.534583993,0.0003611,1.608999705,1.991145054,6.207099315,1.339401748,1.764922985,1.326335861,NA,NA,NA,NA,NA,NA,NA,1.832171997,-1.200738033,-0.963359917,-0.138797677,NA,NA,NA,NA,-0.175785421,-0.114048755,NA,NA,1.380005938,3.786931356,NA,1.416082341,0.628340522,0.814507677,1.22833129,0.881609278,-4.048101269,0.817147199,-1.393087846,0.000558166,-0.005543195,0.007621598,-0.003452414,0.003683457,-0.181138083,0.004504351,-0.013727872,1,0,1,0,1,0,1,0,4.305482031,1.191586541,0.101963892,2.024077388,NA,0.657055853,1.355269872,1.689217137,NA,NA,-0.044695284,1.419955748,NA,NA,NA,NA,NA,NA,1.464109504,1.464109504,0,NA,NA,NA,1,0,-0.025044607,NA,NA,NA,-0.004584402,-0.336923904,NA,NA,0.002154793
"Germany",1994,"A",NA,0.944482672,5.981929906,NA,0.186975543,1.414973348,1.660865478,0.840087266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022840611,NA,NA,0.022840611,-1.407985852,-2.457426884,-4.067955719,-1.381979064,-5.553669373,0.000190451,1.624002966,1.994612533,6.225072682,1.360078164,1.780317312,1.334453751,NA,NA,NA,NA,NA,NA,NA,1.828567659,-1.17123382,-0.962933453,-0.133564511,NA,NA,NA,NA,-0.165338943,-0.114683843,NA,NA,1.389059736,3.821653973,NA,1.414244007,0.633026929,0.807358409,1.232540356,0.877967711,-4.082186327,0.8134195,-1.393361236,0.000729341,-0.010229601,0.014770866,-0.00766148,0.007325023,0.014230609,0.008232049,-0.014624616,1,0,1,0,1,1,1,0,4.007280964,1.195497206,0.102943289,2.012432514,NA,0.660865478,1.355796678,1.649080648,NA,NA,0.015003261,1.416640507,1.191586541,NA,NA,NA,NA,NA,1.464360554,1.464360554,0,NA,NA,NA,1,0,-0.026711766,NA,NA,NA,-0.005754537,-0.175640272,NA,NA,0.006065458
"Germany",1995,"A",1.738780558,0.913813852,6.049024176,NA,0.104634035,1.413299764,1.665580991,0,0.055407629,NA,NA,0.409147005,0.785746929,0.642944494,0.927384154,1.315970345,NA,NA,0.004321374,1.014562245,0.80146474,0.004321374,-1.354741872,-2.433814395,-4.109459262,-1.450295864,-5.568844671,0.000161348,1.638935513,2.000780671,6.208994353,1.386006069,1.771587481,1.344392274,NA,NA,NA,1.737987326,0,1.235528447,NA,1.829734912,-1.190092291,-0.959259044,-0.13422786,NA,NA,NA,NA,-0.162359703,-0.114024419,NA,NA,1.393287093,3.893775361,NA,1.412452349,0.638183059,0.798981341,1.238105988,0.87357906,-4.085923178,0.809376438,-1.395195252,0.000847415,0.004761435,-0.013234413,-0.002577541,-0.010256199,-0.023536084,-0.007911698,0.04045338,1,1,0,0,0,0,0,1,3.849181116,1.188307748,0.102293058,2.011618198,NA,0.665580991,1.299548393,1.612267858,NA,NA,0.014932547,1.414973348,1.195497206,NA,NA,NA,0.531339355,2.133740077,1.465460268,0,1.465460268,NA,NA,NA,1,0,-0.02838535,-0.036382346,0.020147166,-0.02018681,0.047489443,-0.217143815,0.010649571,-0.021969874,-0.001124
"Germany",1996,"A",1.760422483,0.949390007,6.032376407,0.301029996,0.111455436,1.409933123,1.669316881,0.860415873,0.040306217,NA,NA,0.366776015,0.793771999,0.650990407,0.946342351,1.334453751,NA,NA,0.131297797,1.009737825,0.799790655,0.131297797,-1.410051091,-2.266508645,-4.086393997,-1.49652443,-5.67189058,0.000158898,1.653180949,1.999160931,6.225123891,1.383039224,1.753583059,1.340444115,NA,NA,NA,1.689308859,0.838849091,1.252853031,0.875061263,1.826119683,-1.209807058,-0.955615492,-0.136290996,0.26583949,0.138915471,0.194633963,0.123562103,-0.156060614,-0.117119135,0.330233118,3.451867629,1.379789863,3.863888407,NA,1.411221885,0.641485889,0.792496565,1.243716555,0.869931709,-4.06268631,0.806914108,-1.400930062,-0.001288761,0.009504517,0.001275434,0.009136476,0.005129554,-0.023707687,-0.007123453,-0.009121029,0,1,1,1,1,0,0,0,3.582946837,1.195072114,0.105131569,1.997601461,2.38287603,0.669316881,1.347466667,1.705889762,4.762851963,0.455652309,0.014245436,1.413299764,1.188307748,0.642944494,0.86332286,1.235528447,0.451754606,2.213591153,1.466283206,0,1.466283206,-1.30945702,2.669066978,1.359609958,1,0,-0.031751991,-0.028357276,0.028193079,-0.021860895,-0.007819776,-0.19407855,0.027974155,-0.010231471,0.005640366
"Germany",1997,"A",1.768638101,0.995635195,5.970109996,0.361727836,0.074198618,1.408239965,1.671172843,0.881201998,-0.015515921,NA,NA,0.301674407,0.78184668,0.648064546,0.943725514,1.33243846,NA,NA,0.155943018,1.007240262,0.796165354,0.155943018,-1.427302851,-2.246863158,-4.067968392,-1.498712953,-5.629565199,8.03e-05,1.695490739,1.99224539,6.240551495,1.379405602,1.760422483,1.356025857,NA,NA,NA,1.682145076,0.875061263,1.255272505,0.86332286,1.822355793,-1.186538422,-0.950699402,-0.124997312,0.275949203,0.113162631,0.200423936,0.117310321,-0.153130142,-0.107274221,0.338797022,3.4619105,1.388339384,3.819124499,NA,1.411202715,0.641374224,0.788906666,1.247648017,0.866873054,-4.019615986,0.806662736,-1.406433291,-0.002962749,0.006690322,-0.007059986,0.007624488,-0.003550194,-0.048352406,-0.010497382,-0.02086956,0,1,0,1,0,0,0,0,3.601212397,1.194335603,0.096027557,1.993918425,2.325862452,0.671172843,1.356935967,1.693549673,4.806306691,0.470365249,0.04230979,1.409933123,1.195072114,0.650990407,0.875061263,1.252853031,0.448013366,1.811638069,1.462409792,0,1.462409792,1.462409792,-2.946422316,-1.484012524,1,0,-0.033445149,-0.040282595,0.025267218,-0.025486196,-0.025071536,-0.175652945,0.030393629,-0.021969874,0.004903855
"Germany",1998,"A",1.773786445,0.995635195,5.973034101,0.146128036,0.030235432,1.409933123,1.673941999,0.890448965,-0.020008853,NA,NA,0.298080258,0.780911931,0.640281477,0.947937475,1.326335861,NA,NA,0.188928484,1.012145901,0.806446619,0.188928484,-1.421461463,-2.233828249,NA,-1.487633172,-5.595473649,8.31e-06,1.71250552,2.00103057,6.254765532,1.390336923,1.758154622,1.359835482,NA,NA,NA,1.678518379,0.897627091,1.247973266,0.86332286,1.823679487,-1.137092584,-0.960128809,-0.122538436,0.285828894,0.085785854,0.206137733,0.110967228,-0.150517495,-0.09770216,0.344775306,3.46541244,1.402249386,3.838237952,NA,1.412838739,0.637807593,0.789418299,1.249638171,0.865071217,-3.9676457,0.808112794,-1.40903193,-0.002905616,0.002473884,-0.008506368,-0.001664904,-0.001748357,0.08405873,-0.001666175,-0.012429533,0,1,0,0,0,1,0,0,3.664513428,1.193531928,0.088236643,2.016669052,2.307700389,0.673941999,1.364786102,1.616333288,4.859372466,0.483460961,0.017014781,1.408239965,1.194335603,0.648064546,0.86332286,1.255272505,0.44006168,1.785910992,1.461280281,0,1.461280281,1.461280281,-2.898706205,-1.437425924,1,0,-0.031751991,-0.041217344,0.017484149,-0.015204931,-0.019230148,NA,0.02309439,-0.021969874,0.00410018
"Germany",1999,"A",1.77815125,0.949390007,5.966964282,0.146128036,0.025324249,1.416640507,1.67669361,0.91241338,-0.022745293,NA,NA,0.298918864,0.782747666,0.63920773,0.941018839,1.328379603,NA,NA,0.236789099,1.033339929,0.82404543,0.236789099,-1.411713412,-2.173676467,NA,-1.458557374,-5.127960344,3.55e-05,1.727292688,2.00385547,6.274941874,1.403015797,1.755874856,1.361727836,NA,NA,NA,1.678518379,0.939519253,1.252853031,0.86332286,1.828082741,-1.144559606,-0.950665291,-0.128044813,0.283262874,0.129093622,0.203419598,0.115771096,-0.148202077,-0.115237397,0.369521983,3.495442939,1.390158562,3.817091148,NA,1.416099819,0.631815974,0.794108522,1.25064473,0.864626291,-3.925445328,0.809075175,-1.409392099,0.000540688,0.007391756,-0.011360856,0.002208301,-0.00130343,0.041858358,0.014970255,-0.002321313,1,1,0,1,0,1,1,0,3.594371207,1.194143076,0.104980569,2.001792483,2.297987076,0.67669361,1.342066942,1.615790147,4.85921993,0.513694149,0.014787168,1.409933123,1.193531928,0.640281477,0.86332286,1.247973266,0.440516792,1.787363741,1.461377664,0,1.461377664,1.461377664,-2.88769214,-1.426314476,1,0,-0.025044607,-0.039381609,0.016410402,0.00239388,-0.009482097,NA,0.027974155,-0.021969874,0.004711328
"Germany",2000,"A",1.770115295,0.903089987,5.919903984,0.342422681,0.057988452,1.419955748,1.683047038,1.009004473,-0.030416622,1.158362492,1.173186268,0.282875989,0.808757403,0.607103057,0.929418926,1.305351369,0.15341379,0.392613404,0.243534102,1.030996731,0.820566599,0.243534102,-1.403045978,-2.161757587,NA,-1.459205201,-5.625125822,7.43e-05,1.788097609,1.985680106,6.292261832,1.413166772,1.758911892,1.376576957,1.459392488,1.354108439,0.014823776,1.650307523,1.053078443,1.240549248,0.86332286,1.831772838,-1.091090546,-1.002093576,-0.130346748,0.280681575,0.168471695,0.20068431,0.120522409,-0.149075576,-0.114238301,0.380464506,3.500778446,1.391926605,3.765499285,0.438676532,1.420490916,0.624825168,0.801693374,1.251359026,0.865358629,-3.898235352,0.807094182,-1.410168645,-0.000535168,-0.017722111,0.007064029,-0.010809778,-0.002035768,0.014648382,0.013472418,0.007122667,0,0,1,0,0,1,1,1,3.506479851,1.192858989,0.102434066,1.978053779,2.274770226,0.683047038,1.405983361,1.530850202,4.872826657,0.529578668,0.060804921,1.416640507,1.194143076,0.63920773,0.86332286,1.252853031,0.409185779,1.692579434,1.459837663,1.459837663,0,-1.459837663,2.863355755,1.403518092,1,1,-0.021729366,-0.013371872,-0.015694271,-0.001084951,-0.000814663,NA,0.015670372,-0.021969874,0.003427241
"Germany",2001,"A",1.761175813,0.892094603,5.914694577,0.431363764,0.045829338,1.428134794,1.691081492,0.771035996,-0.018627722,1.079181246,1.100370545,0.299043457,0.813831149,0.616110155,0.924279286,1.303196057,0.141680986,0.38887873,-0.235823868,1.023854127,0.804869297,-0.235823868,-1.3816284,-2.947417722,NA,-1.47808837,-5.734908305,9.23e-05,1.792236133,1.985716685,6.307389698,1.425719539,1.770852012,1.371067862,1.462397998,1.340444115,0.021189299,1.671172843,0.86332286,1.245512668,0.86332286,1.831397097,-1.090520189,-1.027843006,-0.133256841,0.258771004,0.17874703,0.204053619,0.135877683,-0.176532995,-0.124194067,0.379543,3.511325009,1.390706021,3.763763063,0.457107583,1.425603502,0.619443658,0.809071156,1.252825717,0.866880037,-3.884538916,0.802109359,-1.414387823,0.002531292,-0.003333503,0.004759993,-0.007313049,-0.003557177,0.000951946,0.002759938,0.032759423,1,0,1,0,0,1,1,1,3.450712002,1.191813614,0.111460957,2.014565043,2.28689889,0.691081492,1.420097088,1.506693664,4.883220832,0.527832735,0.004138524,1.419955748,1.192858989,0.607103057,0.86332286,1.240549248,0.437784038,1.778675932,1.455853898,1.455853898,0,-1.455853898,2.854237488,1.39838359,1,1,-0.01355032,-0.008298126,-0.006687173,-0.016782253,0.020602915,NA,0.020633792,-0.021969874,0.002381866
"Germany",2002,"A",1.773786445,0.934498451,5.941436791,0.342422681,0.062275684,1.431363764,1.697229343,0.760301829,-0.013228266,1.096910013,1.096910013,0.302977645,0.823728836,0.617101913,0.939519253,1.31386722,0.151277735,0.412900272,-0.007446482,1.021194073,0.791779398,-0.007446482,-1.415487066,-2.641001089,NA,-1.493972501,-5.643080716,9.22e-05,1.783710736,1.994207816,6.315486898,1.430478349,1.783188691,1.348304863,1.428134794,1.330413773,0,1.674861141,0.812913357,1.255272505,0.875061263,1.827743099,-1.089950581,-1.055215885,-0.138691501,0.235695988,0.188784827,0.207396989,0.150708495,-0.188246384,-0.139933385,0.384514699,3.513229857,1.398402879,3.797691085,0.417079499,1.430943423,0.615444388,0.814270415,1.254359896,0.868476599,-3.880535422,0.796215838,-1.423936262,0.000420342,0.001657525,0.009458421,0.000912609,0.006584664,-0.003051548,-0.00443644,0.008449196,1,1,1,1,1,0,0,1,3.360142577,1.189942186,0.124474403,2.023104454,2.330324236,0.697229343,1.493644437,1.54281095,4.912910747,0.537706462,-0.008525397,1.428134794,1.191813614,0.616110155,0.86332286,1.245512668,0.450444873,2.220027489,1.453221892,0,1.453221892,-1.448359145,2.857937922,1.409578777,1,0,-0.01032135,0.001599561,-0.005695415,-0.029872152,-0.013255751,NA,0.030393629,-0.010231471,0.000510438
"Germany",2003,"A",1.800029359,0.995635195,6.018480342,0.255272505,0.049278282,1.434568904,1.701567985,0.817294264,-0.011744353,1.11058971,1.10720997,0.307987817,0.831343866,0.617725933,0.949390007,1.324282455,0.162012938,0.436540941,0.089198367,1.028099264,0.790979156,0.089198367,-1.435776405,-2.4400394,NA,-1.496524061,-5.645730853,3.04e-05,1.789010216,2.002333536,6.320669825,1.433281998,1.774516966,1.380211242,1.439332694,1.352182518,-0.003379741,1.679427897,0.792391689,1.264817823,0.880813592,1.822051806,-1.088371055,-1.007805382,-0.134311119,0.146550836,0.179181378,0.210723709,0.13289963,-0.171888956,-0.149628343,0.391839827,3.517891944,1.384010933,3.864644081,0.388437309,1.436421529,0.612066942,0.816081297,1.254106569,0.86886525,-3.882251962,0.791950341,-1.435459084,-0.001852624,0.005658991,0.015262569,0.010711254,0.011948343,-0.001335008,-0.000971184,-0.000317321,0,1,1,1,1,0,0,0,3.32951007,1.189104582,0.131260603,2.013998989,2.326261168,0.701567985,1.446983188,1.562657481,4.868800912,0.542310605,0.00529948,1.431363764,1.189942186,0.617101913,0.875061263,1.255272505,0.458657659,2.180275378,1.452352139,0,1.452352139,-1.445585948,2.862454466,1.416868518,1,0,-0.00711621,0.009214591,-0.005071395,-0.030672394,-0.03354509,NA,0.039938947,-0.004479142,-0.000327166
"Germany",2004,"A",1.811575006,1.033423755,6.061885351,0.414973348,0.021667929,1.439332694,1.705007959,0.840062161,-0.009527946,1.086359831,1.075546961,0.310608773,0.807422386,0.610747837,0.939519253,1.315970345,0.16326347,0.427859111,0.176958981,1.014740407,0.781984487,0.176958981,-1.471532854,-2.355592132,NA,-1.518261658,-5.87747085,-1.19e-05,1.818596073,2.002961468,6.339768549,1.443669391,1.770852012,1.396199347,1.463892989,1.385606274,-0.010812869,1.665580991,0.826074803,1.257678575,0.86332286,1.817472273,-0.985640342,-0.891412001,-0.128881932,0.186042327,0.173097416,0.212145612,0.168145679,-0.174546508,-0.134929905,0.384980296,3.51977202,1.398627419,3.930668685,0.425409262,1.442015927,0.608816107,0.814807294,1.250356759,0.867816469,-3.886203874,0.791139757,-1.444249538,-0.002683233,0.00193173,-0.007384908,0.007321816,-0.004493609,0.002616904,-0.009155271,-0.027283316,0,1,0,1,0,1,0,0,3.331939471,1.191535795,0.117368283,1.998298367,2.264385657,0.705007959,1.311742046,1.450402145,4.922849656,0.538443998,0.029585857,1.434568904,1.189104582,0.617725933,0.880813592,1.264817823,0.437919295,1.779103946,1.454683036,0,1.454683036,1.454683036,-2.872717419,-1.418034383,1,0,-0.00235242,-0.014706889,-0.012049491,-0.039667063,-0.069301539,NA,0.032799699,-0.021969874,0.002104047
"Germany",2005,"A",1.826074803,1.053078443,6.061204008,0.431363764,0.021945007,1.450249108,1.710117365,0.874499212,-0.008343322,1.123851641,1.136720567,0.310608773,0.813276482,0.610590356,0.944482672,1.318063335,0.160840866,0.524149082,0.239799818,1.012372277,0.783620084,0.239799818,-1.470392204,-2.283420501,NA,-1.488169326,-6.359514548,-3.12e-05,1.847703362,1.99540692,6.348112991,1.449226698,1.767897616,1.390935107,1.447158031,1.382017043,0.012868926,1.664641976,0.84509804,1.252853031,0.86923172,1.815909651,-1.156194341,-1.02958709,-0.136228186,0.18852889,0.174673814,0.219157555,0.165150734,-0.154878597,-0.121449316,0.385357779,3.5231004,1.392442878,3.930354723,0.46643543,1.447408304,0.606102109,0.81319391,1.243115291,0.867012472,-3.889120099,0.79545559,-1.445651646,0.002840805,0.004488247,8.26e-05,0.00973774,0.002219247,0.005533129,-0.011835506,-0.024740558,1,1,1,1,1,1,0,0,3.266456347,1.188836732,0.107010411,1.989515035,2.250038246,0.710117365,1.51389683,1.700059145,4.90571606,0.536588695,0.029107289,1.439332694,1.191535795,0.610747837,0.86332286,1.257678575,0.447560857,2.234333015,1.449819388,0,1.449819388,-1.571540667,3.022255572,1.450714905,1,0,0.008563994,-0.008852793,-0.012206972,-0.038031466,-0.068160889,NA,0.027974155,-0.016061014,-0.000595016
"Germany",2006,"A",1.822821645,1.017033339,6.07132815,0.414973348,0.010511284,1.45484486,1.711807229,0.899212941,-0.002609333,1.146128036,1.127104798,0.317079542,0.806772171,0.603142902,0.924279286,1.298853076,0.140157114,0.503809597,0.324282455,1.011747501,0.788733829,0.324282455,-1.444289662,-2.187452114,NA,-1.483453445,-6.377503531,-6.19e-05,1.886953924,1.987961898,6.366929619,1.468091405,1.773054693,1.378397901,1.434568904,1.387389826,-0.019023237,1.650307523,0.939519253,1.23299611,0.86332286,1.827046017,-1.155784873,-1.029177612,-0.160757622,0.210452067,0.19463469,0.245052298,0.141625199,-0.161215743,-0.129972067,0.391619552,3.535872274,1.414752825,3.97493989,0.494645206,1.451851029,0.604644253,0.812805063,1.233558477,0.867416499,-3.887310872,0.805104497,-1.439374759,0.002993831,-0.001501351,-0.006032892,-0.000562367,-0.004093639,0.003723902,-0.016370667,-0.004914902,1,0,0,0,0,1,0,0,3.268041306,1.190500206,0.115896515,1.997134898,2.206606034,0.711807229,1.486430585,1.669288144,5.002385288,0.554044868,0.039250562,1.450249108,1.188836732,0.610590356,0.86923172,1.252853031,0.432023332,1.760635702,1.446382117,1.446382117,0,1.307812265,-2.770309099,-1.462496834,1,0,0.013159746,-0.015357104,-0.019654426,-0.032917721,-0.042058347,NA,0.008117234,-0.021969874,0.001068458
"Germany",2007,"A",1.804139432,0.944482672,6.123158012,0.491361694,0,1.456366033,1.711807229,0.943583542,0.08280107,1.117271296,1.075546961,0.422206695,0.800929924,0.59102486,0.886490725,1.276461804,0.13364146,0.425732359,0.338057875,1.03016858,0.830387816,0.338057875,-1.421635552,-2.182065559,NA,-1.428445779,-6.397861691,-7.34e-05,1.899659287,1.990109363,6.390749168,1.489419705,1.778874472,1.385606274,1.436162647,1.409933123,-0.041724334,1.631443769,1.025305865,1.204119983,0.857332496,1.838691709,-1.193253361,-1.066646125,-0.170244275,0.213710582,0.208891516,0.2429513,0.129466709,-0.172844923,-0.113786959,0.388649942,3.553701448,1.449494246,4.068454062,0.410746396,1.455051,0.60587996,0.815217884,1.224420672,0.870346866,-3.876201128,0.818399455,-1.42908672,0.001315034,-0.0148551,-0.01428796,-0.020300689,-0.013014369,-0.007385842,0.011988361,0.007451168,1,0,0,0,0,0,1,1,3.181899281,1.190764482,0.100698913,2.014358415,2.192625149,0.711807229,1.516382053,1.696371401,5.151069801,0.563345855,0.012705363,1.45484486,1.190500206,0.603142902,0.86332286,1.23299611,0.411987483,1.70064407,1.446675693,1.446675693,0,1.285107964,-2.750082099,-1.464974136,1,0,0.014680919,-0.021199351,-0.031772468,0.008736266,-0.019404237,NA,-0.020758893,-0.027960238,0.001332734
"Germany",2008,"A",1.813580989,0.880813592,6.170775405,0.556302501,0.008899202,1.457881897,1.711807229,0.930592488,0.094552992,1.093421685,1.049218023,0.421126209,0.809098898,0.592562328,0.886490725,1.274157849,0.151036453,0.393882887,0.277379975,1.028422281,0.836654245,0.277379975,-1.388312425,-2.301728624,NA,-1.424713021,-6.104912513,-0.000104329,1.908189516,1.98272165,6.389714013,1.498724108,1.777426822,1.404833717,1.451786436,1.431363764,-0.044203662,1.639486489,1.008600172,1.198657087,0.86332286,1.845718018,-1.193704191,-1.067096937,-0.163427517,0.182532046,0.173969614,0.235713138,0.129926351,-0.198604826,-0.147009161,0.414901516,3.572090151,1.439644681,4.096960189,0.404836876,1.457194127,0.611006438,0.82104424,1.218346249,0.876466909,-3.850619977,0.831034135,-1.419241753,0.00068777,-0.01844411,-0.011945342,-0.019689162,-0.013144049,-0.032966993,0.00562011,0.030929329,1,0,0,0,0,0,1,1,3.062247173,1.185310949,0.131990377,2.002527927,2.255306626,0.711807229,1.481463936,1.65723436,5.142540586,0.597310761,0.008530229,1.456366033,1.190764482,0.59102486,0.857332496,1.204119983,0.426443634,1.743507805,1.454275462,1.454275462,0,1.244026208,-2.704993146,-1.460966938,1,1,0.016196783,-0.013030377,-0.030235,0.015002695,0.01391889,NA,-0.026221789,-0.021969874,-0.004120799
